revenue
18.97
2.44
34.72
10
20.97
20
30.468
54.48
10
50.08
9.99
16.08
3
3.742
35
57.88
52.95
11.18
9.99
184.442
5
65
14.98
155
22.99
25
19.8
29.6
12.46
19.96
5.93
3
29.78
59.94
11.97
9.96
3.25
50.9
19.925
6
36.96
4.98
92.94
35
4.99
85.4
3
19.99
15
19.99
5
10
33.55109961
8
18.76
14
2.086
5
35
10
5
122.22
36
6.71
42.47
15.038
49
0.522844654
44.95
29.92
119.9
24
19.95
19.8
0.99
34.476
24.95
35.48
14.46
2.097
9
49.5
16.8
36.79
29.98
74.96
5
29.04
27.98
151.9
64.91
20
23.313
38.91
3
6
19.99
20
3
4.99
2.5
95
3
10
9.99
3
10
10
170.55
14.95
104.89
19.8
12.499
9.99
10.98
176.97
8
34.34
5
134.9
49.5
10
9
30.5
24.96
25
31.49
10
30.915
46
36
30
10
31.97
20
77.432
51.67
34.95
5
4.473
28.78
31.78
79.94
63.93
24.92
23.032
6
5.988
9.156
13.62
11
15.56
19.99
34.26
9.99
289.755
5
3.73
22.03
12.97
19.8
10
10
3
29.945
15
29.1
72.06
4.99
83.61
6.03
1.87
59.9
10
19.99
3.01
13
10
1.46
9.957
35.96
25
3
3.57
115
37.95
0.99
48.01
6.99
13.7
8.25
16.29
24.96
39.9
36.71
0.99
108.35
19.99
15
12.43
15.49
13.099
466.71
3.14
29.22
18
87.98
264.52
29.99
13
46.81
8
12.97
1.87
39.94
10.896
14.98
10
54.97
10
33.11
75.98
33.37
31.22
19.95
94.99
19.68
3
2.49
27.79
10
74.92
44.99
19.95
11.226
17.99
5
18
59.98
52.9
24.99
49.34
46.96
9
3.45
25
10
7.519930176
6.12
25.49
63.32
67.33
9.99
79.93
52.98
5.5
25.49
12.21
70
15.785
10
0.99
22.48
25
6
27
78.88
133.64
20.32
30
29.95
10
50
35.51
3
30
6
8.074
61.97
10
28.95
39.6
100.39004
19.95
10
24.97
26.55
29.99
19.99
26.97
10
30
20
25
60.67
14.95
34.98
20
59.99
20.97
29.98
34.98
34.98
139.993
25
12
111.5
174.82
69.65
76.53
37.365
10
24.99
3
10
19.99
0.8
10
2.42
15
5
19.8
18.78
20
56.96
5.839
10.43300977
2.45
31
43.56
6
7.99
15.578
269.39
25.51
5
39.88
10
21.436
6.48
7.452
9
4.407
39.95
6
8.022
18
9.82
7.99
4.709
22.48
119.98
12
10
63.09
7.476
11.216
10
6
38.65
1.5
5.61
6.11
12
5.2
5
3.757
9.95
3.74
3
55.91
9
118.274
12.5
5
40.323
12.21
29.95
6
117.89
12
28.92
66.05
7.525299805
34.98
5.262
259.91
10
2.45
4.99
10
20
59.67
24.96
19.99
5
39.77
1.169
3
73.06
119.38
19.95
0.99
1.753
44.95
19.99
40.75
64.23152002
62.3
34.98
20
2.083
19.95
5.262
44.94
75
98.9
15
6
0.6
5
19.95
18.797
24.95
31.95
16
9.04
25
24.95
85
6.05
6
87.76
7.16
11.97
25.49
3
2.42
157.91
5
22.77
34.95
22.99
24.99
34.94
10
19.99
3.1
12.277
82.53
14.99
5.5
16.96
22.75
10
19.99
73.91
12
10
18
6
9.99
84.67
84.95
26
39.17
6.17
19.95
7.327080078
5
10
9.99
5.59
4.52
8.59
10
11.82
2.44
30.92
80
29.98
14.94
3
28.95
185.09
3
17.03072998
33
50
4.99
24
7.256
71.67
7.510609863
24
21.97
19.99
0.99
108.321
23.46
10
104.935
19.95
25
6
5
5.6
2.033
5.5
6
2.47
69.93
2.8
9.99
23
19.99
3.6
60.39
15
46.92
5
0.99
150.976
43.09
299.39
3
1.51
36.51
55.47
29.99
25
6.03
13
9.99
26.5
42.91
39.99
19.86
19.99
18
5.2
31.1
11.97
3
3
18.24
50
50
10
3.3
76.4
221.22
10
11.97
41.583
114.81
19.99
25.42
19.8
36.96
10
7.421149902
3
2.81
30.96
3
19.7
20
19.98
14.83768994
12
35
12
3
3
50
15.728
15
59.92
29.98
30
49.95
79.99
95.85
45.48
20
70.9
432.58
3.77
9.98
30
19.99
10
17.9
55
76.58
0.99
19.95
166.81
18
8.12
20
29.09
14.39
59.59
25.51
7.32
5
25.51
15
7
0.7
7.79
8
5
19.99
68.95
4.47
12
4.11
36.36
3
67.3
6.14
72
14.99
12.74
3.77
27.99
33
0.6
21.99
27.148
5.003
21.96
9
24.99
3
10.9
3
9.58
19.98
15.48
3
19.95
40.94
2.92
16.8
60.03
19.99
39.34
4.8
6
1.83
19.99
7.47
126.481
16.88
6
6
302.18
5
1.207
5.48
18.96
19.95
14.34
29.41
25
12
3.628
5.516
11.97
3
10
2.5
49.95
20.963
19.99
27.37
20
69.99
9
11.154
349.66
42.47
404.71
16
5.732
154.97
29.25
9
3
19.99
6.03
91.2
3
31.97
10.365
16
29.22
19.99
3
7.417850098
3
19.95
19.98
7.421149902
3.01
46.84
40
15
60
3
29.96
3
10
191.59
3
29.99
234.28
29.72871973
15.04
10
82.7
9.99
15
20.37
9
18
174.24
3
6
15.4
29.94
54.4
0.51682874
11
2.073
8.97
18.98
51.72
10
8.6
11.97
6
113.8
19.99
16.1
6.6
3
26.97
34.98
32.99
10.4211499
3
12.641
15.388
3.3
17.98
14.97
15.63
21.38
45
9.794
19.4618501
35.47
9.99
39.94
25.86
45
29.79
9.99
5
42.98
6
37.32
4.99
12.32
1.47
20.4
19
9.6
20.17
23.97
3
15.7
19.99
17.1
5.577
5.525
27
26.07
5
60.98
3
2.237
19.99
2.294
55.58
31.4
59.77774023
92.22
164.15
18.22
6.84702002
58.29
10
32.84
5
7.464910156
16.731
49.94
59.4
3
11.97
48.27
8.103
6
12
13.25
97.73
49.09
15
12
5
12
35.94
21.99
37.30512988
76.312
29.95
28.94
122.94
0.99
19.431
21.86
28.817
11.8
3
4.89
2.113
3.1
6
22.54002002
20
19.8
20
6.14
2.113
6
21.38
42.75
12.45
56.95
29.98
2.94
40.22
45
20.5901499
12
4.99
19.99
3
54.44
6
10
10
29.99
12.46
39.91
3
2.44
39.9
14.97
25.51
2.5
25
6
34.97
17.18
132.83
2.086
12
90
35
45.15179883
60
10
20
2.437
68.93
19.99
10
0.99
5
3
5
9
9.99
7.398
25.94
76.12
26
27.12
21.99
24.95
45
20
2.923
2.106
100.88
39.99
63.7
6.781640137
84.23
48.96
53.97
25
2.717
3
26.97
24.97
22.99
0.81
2.23
19.99
6
42.3
12.15
167.88
23.38
26.58
41.95
9
6
58.91
11.015
14.686
88.21
6
10.204
8.63
40.7
3
7.41
10
135
10
90.46
20.67
4.8
9.98
94.93
6
9.99
107.38
28.173
26.97
15
85.38
6
3
3.439
3
39
59.96
23.768
7.943
53.56
62.97
17.01
25
25
14.97
5
6
58.93
6.46
88.458
12.34
6
3.649
19.99
49.46
12.22
31.71
3
9
3
75.69
0.99
51.29
7.48
12
3.3
125.13
2.44
7.996
4.8
3
29.96
10
6
16.43
10
4.99
14.33
28.95
40.93
10
37.75
101.39
3
19.98
4.8
54.95
9.99
13.239
10
7.525870117
38.96
12.96
19.96
34.94
100.87
5.476
16.77
10
4.839
26.97
29.98
10
24.94
3
26.97
9.99
3
22.45760938
24.98
114.98
21
10
25
6
5.99
2.23
3
29.94
15
10
36
11.97
10
7.525870117
138.6
50
12.499
19.8
45.21
39.98
3.65
4.99
9.98
46.3
25.58
44.99
10.37
19.95
27.95
25
0.521530549
19.96
10
81.88
12.25
39.54
15
13.32
7.374
3
9
57.8
31.84
4.99
11.06
24.99
5.4
154.87
20
21.6
79.85
7.525299805
3.679
69.93
27.99
171.444
10.5
10
19.99
5.53
2.45
9.58
34.94
5
10
12.87
24.99
35
32.5
14.79
7
2.113
9.99
14.95
9.99
5
9.56
37.05
35
24
15
10
58.8
36.77
28.895
7.499060059
10
10
11.036
2.5
129.92
25
29.94
9
59.39
2.44
79.95
9.4
49.45
28.95
62
29.94
10
15.56
3
13.24
55
4.84
5.53
24.97
34.96
5
4.39
9
7.5
15
27.57
39.28
3.677
57.806
5.45
4.872
27.5
7.5
12
10
4.99
3
62.92
57.22
10
5
121.86
17.17
28.95
60.91
24.48
24.006
2.43
62.26
4.99
108.38
9.99
83.92
6
34.95
25.95
15
24.99
10
130.74
37.32
58
3
7.510609863
10
19.97
25.99
3.01
15
0.99
44.99
10.88
20
14.55
3.679
12.49
10
25.25
6
5
105.985
25
26.49
60
70.71
31.4
23.16
7.433009766
10
68.13
10
15
10
12
6.71
17.82
19.99
25
5
20
6
40.4123501
19.95
35.49
10
7.525299805
86.81
115.81
50.97
18
25
42
22.48
71.95
20
54.21
24
29.99
11.97
24.39
34.95
25
44.95
20
0.99
44.99
4.89
34.96
13.784
258.55
2.92
20
10
30
4.89
46.23
19.95
94.99
125
16.326
39.93
5.516
3.25
7.47
60.54
39.438
7.525299805
12.5
4.54
6.7
14.28
12
11
26.24
11.6
8
41.88
34.98
2.72
14.98687988
7.339
10
10
54.99
6
38.95
36
2.083
45
59.85
10
2.452
51.87
9.99
35
8
5.782
3
25
13
9.99
36.296
12
100.4
19.98
115.008
31.22
6.11
225.39
9.05
9.99
10
15.7
20
134.29
29.87748975
25
20
16.353
20.88
3
10
19.95
10
9.98
111.85
6
0.99
10
6
0.99
307.58
28.735
4.84
10
31.92
50
29.95
5
10
5
10
9
7.3
12.5
2.458
62.48
32.46
5
8.6
15
5
5.5
10
4.49
6
0.99
24.991
10
80.95
44.95
9
15.634
9.99
42.43
37.02
35.48
308.03
10
93.15
12.2
33.27
15
54.94
19.95
113.87
15.61
95
10.385
1.57
6
2.451
128.94
24.99
25
26.97
19.8
15
17
7.99
71.93
116.97
20.97
9.99
51.96
3
25
44.93
5
7.99
44.99
74.3
13.89
10
9.98
20
10
5
5
0.99
30
10
6
2.25
214.284
12.716
27
45.92
5
135.32
20
2.23
113.81
15
19.99
10
166.25
15.94
44.95
15
4.48
5
4.99
42.07
61.98
12.55
29.95
10
10
15.29
1.98
19.99
5
3.88
11.726
5.5
94.75
19.99
54.89
13.44
64.93
58.629
19.95
10
76.31
11.97
36.48
1.81
34.99
10
0.99
59.98
1.49
45.48
25.99
8.25
4.88
148.29
3
7.92
20
9.98
1.84
57.12
19.99
10
20
14.28
2.433
9
25.77
22.991
20.24
4.99
9
27.98
34.978
9
24.624
4.51
45
37.09
30.27
10
20.99
31.265
3.17
14.99
18
38.9
5.42
2.113
44.95
18
29.98
10
10
29.96
19.95
36.58
25
51.96
12
9.98
5
9.98
0.99
3.25
24
64.96
3
19.95
43.47
5
10
10
29.95
32.94
7.99
39.93
69.3
9.99
47.46
9.99
0.99
24.99
5
5.99
3.679
84.42
10
2.288
6
14.98
26.96
39.95
44.47
159.93
19.95
120
3
12.97
20
19.95
3
9.72
3
9
44.95
2.5
19.99
100.17
12.91
49.94
10
12.48
13
9.75
19.99
44.99
96.24
10
1.754
19.99
45
2.44
6
10
39.94
19.99
58.99
21.97
3.667
40
50
49.89
94.97
19.95
14.98
4.99
10
9.99
17.5
21.99
49
1.48
10
20
32.98
3
9.99
10
4.87
12
4.99
51.96
57.94
10
25
179.39
19.99
5
84.85
15
10
21.22
15
19.8
9.99
9.98
50.94
10
10
40.98
9.98
136.03
59.97
10
58.39
19.8
9.25
45
32.97
10
19.98
54.95
10
39.98
154.62
14.899
2.9
10.204
5.5
53.94
25
34.94
3.25
22.6
163.42
62.97
60.43
36.97
10
35.816
20
60
280.45
1.753
3
17.48
39.25
41.48
33.95
7.99
19.98
47
184.83
6.43
22.48
10
32.48
6.614
6
2.451
10
2.5
34.98
37.35
24.99
55.97
6.47
3.508
22.48
68.58
8.6
7.41
6
3
6
30
5
5.5
17.13
20
9
44.99
21.33
6
5
43.92
10
15
27.47
10
10
86.82
6.94
9.99
0.99
3
16
132.435
9.99
75
79.92
21
10
35.18
24.99
19.99
81.85
21.45
6
4.87
5
101.462
26
37.43
9.99
21.99
5
29.93
7.31
11.195
9
6
4.99
3.97
7.499060059
64.9
58.94
29.09
19.95
282.98
9.98
4
24.27
4.99
24.95
1.83
67.42
17
15
5
7.21
11.97
145.73
17.47
10
25
19.95
2.083
14.03
2.41
10
233.7
10
85.37
80.5
74.47
19.95
10
10
10
1.98
3
10
15.7
2.5
12
39.9
10
10
25
0.5
4.99
15
97.91
5
21
24
5
8.4
36.54
210.38
29.98
14.98
50
21.49
32.94
5
26.665
4
5
27.45
10
10
4
9.99
9.99
129.89
25.48
32.09
5
54.94
10
25.8
122.93
25
3.156
10
18.797
49.97
20.67
95
10
19.99
14.95
10
39.9
24.502
64.98
10
25
0.5
67
691.851
12.8
65.51
8.592
6
20
10
145
161.8
23.55
18.892
15
35
9.129
35
73.758
24.99
232.19
119.7
33
3.654
9.73
9.59
15
5
16.48
5
3.87
15
3
1.83
45
10
5.06
10
3
7.444
84.95
15.4
8
39.93
10
32.72
19.98
19.98
45.3
61.93
13
20
67.41
31.134
25.49
4.44
1.81
49.97
14.82359961
25
2.44
24.96
11.98
25
39.98
4.99
6.11
25
35
6
22.48
2.72
0.99
43.9
27.5
29.97
23
9.99
2.53
12.82
42
37.48
2.5
18
19.99
38.94
125.09
24.99
53.16
10
11
46.01
31.52
12.5
76.85
49.996
26
26
131.97
18.272
3
30
91.37
25.99
14.926
41.24
270
66.93
45
56.1
25
84.87
48.9
25
7.31
19.95
6.5
15.5
9.14
5
0.99
9.98
10
10
10
10
9.99
19.99
38.69
19.99
67.93
5
14.95
42.22
28
9.99
39.99
19.98
8.62
5
49.3
14.98
76.94
56
19.96
25.25
10
19.96
98.37
63.93
37.94
20
20
3
25
35.99
54.93
3
171.84
36.54
36.534
42.43
10
142.46
10
62.14
34.99
10
10
9.91
4
22.48
5
14.99
22.48
97.4
63.31
75.92
19.99
40
12
19.95
20.11
5
18.67
10.98
10
25
10
55.22
19.95
5.44
72.48
69.96
44.94
25
6
3
3
20
42.46
31.098
6
9.98
65.42
10
112.36
19.97
22.48
20
35
146.85
30
45
2.5
95.42
3
30
10
9.98
49.96
22.45
22.48
6
19.98
2.433
10
47.47
5
19.45
10
18
14.95
48.97
25
14.23
25
10
10
24.84
9.99
28.99
35
19.98
2.86
54.7
18.892
33
19.97
80.26
20
7.5
8.94
22.48
23
53.71
4
19.95
25.25
6
33.95
1.794
39.9
79.95
19.95
69.89
5
4.99
25
9.99
25
42.98
11.68
17.2
42.48
0.5
29.95
69.94
20
15
5
2.5
105
12
25
12.08
24.48
23.961
49.95
89.96
20.71
24.97
6
22.48
22.48
19.98
37
10
12.92
20
10
1.169
179.95
3.758
14.98
3
54.98
5
373.24
15
59.94
18
37.43
113.3
25
22.48
9
3
32.32
1.46
49.95
30
25
65.327
19.98
2.5
107.97
9.98
19.97
9.99
9.98
3.722
15
24.99
48.96
18.26
42.98
2.437
50
154.92
4.53
64.99
24.98
10.5
34.5
2.5
22.48
27.85
70.16
56.95
22.48
63
19.95
19.95
13
35
44.95
4.875
2.5
15
10
3
9.58
8.667
4.99
29.96
58.06
45.32
3
10
3.507
114.75
4.06
36.99
34.96
57.48
50
32.46
5
5
2.5
10
19.8
3
19.95
5
20.97
10
20
289.77
7.885
51
19.99
70.04
4.82
10
21.5
2.5
35.23
10
39.94
2.5
27.5
5
7.433009766
19.95
34.9
20
62.5
25
7.5
40.48
7.417850098
20
39.25
10.5
3.025
6.99
10
29.98
22.48
4.044
49.96
36
10
27.98
39.94
9.99
34.46
5
59.88
12
20.98
40
6.5
24.97
54.94
44.93
10
89.9
10
58.98
25
33.92
4.99
10
19.95
21
29.99
19.99
42.5
60.72
5
190.352
10
5
49.93
20
10
6
79.84
29.96
9
19.95
24.99
33.762
39.95
29.253
50.58
25
15
7.49
5
34.99
9.73
52.46
1.95
45.12
49.97
11.97
18.29
131.71
19.97
15
12.2
74.99
19.95
152.36
15
10
36.58
13
15
10
3.65
5
26.63
3.58
5
34.94
10
18
40
5.62
28.96
20
25
19.8
40
11.97
14.95
14.63
4.99
9
162.03
5.2
9.74
66.85
2.86
7.417850098
19.95
19.95
19.99
3
9.99
9.99
59.95
9.99
8.97
25
3
44.95
9.98
1.83
25.95
10
7.32
19.95
3
7.693
1.48
3
77.044
3
5
10
14.97
36.55
10
7.99
9
8
24.95
47.3
21.6
10
45
10
10
4.99
3
75
43.94
28.95
86.81
10
24.95
10
3.45
10
14.98
4.99
0.99
28
1.49
12
10
15
48.74
25.99
10
19.99
11
25
5
50
10
45
10
9.99
19.95
10
9.99
3
20
34.95
30.262
9.98
280.78
33.36
30
5
10
19.99
10
5
5.48
36
10
26.97
6.084
37.31
9.99
10
10
10
44.98
16.258
5
10
5
40.95
20
25
5
3.67
50
8
17.99
28.99
49.9
10
29.94
6
25
25
6
9.98
10
33
26.97
34.94
14.95
9
62.35
39.93
120.89
25
3.9
26.49
3.666
25
8.97
10
4.664
10
10
10
19.99
19.99
19.95
3
13.24
35
20
5
57.99
32.55
9
25
25.99
7.666
84.85
20
30.05
41.92
26.97
4.51
26.05
8.63
31.4
6.86
214.47
9.76
9.98
39.94
15.288
19.99
29.37
18
19.95
12.74
4.668
9.99
10
10
2.97
3
25
5
5
7
15
15
5.2
12.18
15.957
2.086
20
9
110.25
21.97
49.144
8.84
20
30
6
24.1107207
33.55
5
9.99
5
3
10
87.2
39.15
5
48.04
4.866
29.94
78.26
19.99
11
11.97
24.95
10
25.99
40.98
9.99
49.97
4.8
36.97
74.9
10
19.71
101.634
13.37
130
3.722
8.54
0.99
19.95
3
49.95
19.99
34.01
307.22
29.99
50
10
2.44
71.92
4.8
3.25
9.99
26
66.43
6
4.87
44.95
5.476
65.26
5
65.55
33.96
10
5
5.5
10
95.84891016
20.362
4.99
20
5.94
49.17
10
27.94
24.34
5
135.38
10
6
12
12.97
144.64
50
4.99
40
33.489
5.5
109.91
9
44.95
5
5
13.37
30
19.95
20
187.67
45
3.717
9.98
10
214.95
10
10
5
60
95.48
1.237
29.91
39
6
69.57
10
4.99
19.99
3
54.93
54.99
39.94
15.49
17.37
3
5
3
4.99
145.45
19.98
91.87
19.99
5
10
5
9
54.95
70.44
47.5
29.99
11.19
11.97
5
34.98
73.96
45.94
179.83
20.408
15
12
10
10
24.99
37.84
18.873
90.51
9.99
6
2.24
5.28
28.26
19.41316992
12
124.76
20.3
43.48
5.48
15.833
2.24
19.95
1.83
34.95
30.09
51.87
15
24.97
14.90304004
26.78
20
42.18375977
64.5
3.507
21.88
10
6
3
29.99
46.92
15.09
5
87.37
10
9.64
24.34
10
10
29.96
10
65.7
10.5
4.8
23.74
3
29.98
19.95
5
14.99
6
24.98
25
3
89.98
10
11.2
20.98
3.464
21.99
27
24.95
5
64.96
42.67
6
5.48
33.94
10
5.07
86
22.77
25
26.92
5
39.21
55.48
12.19
5
105.14
10
9.117
19.95
10
9
153.7
5
6.508
49.9
19.99
19.98
14.98
16
10
19.99
29.95
6.25
28.99
3
0.99
10
18.26
105.91
12.99
10
14.82359961
4.99
19.99
40
19.47
26.97
7.411799805
6.08
5
19.99
120.44
9.99
13
9
10
19.99
8
5
76.86
6
18.97
5
5.94
10
23.72
30
107.53
10
10
50
5
9
66
101.91
5
10
95
44.95
1.51
6
10
0.99
10
68.96
6.49
25
19.95
64.94
5
49.93
25.4
30
29.673
19.99
0.99
19.95
121.88
161.38
19.95
20
57.32
36
76.41
29.98
397.93
10
4.99
118.13
30.47
5
29.99
27.98
29.94
2.923
14.98
53.69
14.99
14
5.98
9.99
34.94
0.99
30.612
76.95
34.95
2.48
1.753
4.99
5.94
19.99
5.48
15.561
10
346.45
22
10
10
6
90
23.02
29.52
12.18
2.086
59.96
134.95
24.99
2.494
10
24.35459961
59.478
20
5.476
7.203
5.864
6
19.99
82.12
3.65
23.8
10
3
4.659
15.22
72.92
95.68
3
195.71
10
16.45
64.65
17.98493018
0.65
7.299
30
79.97
29.98
6
20.97
19.95
3.6
29.205
3
11.671
6
3
54.42
4.49
20
3
83.95
7.28
20
3
15
16
5
10
5
3.156
5
91.64
3
9
1.033657481
25
2.43
0.99
1.59
37.628
8
69.85
9.99
6
21
211.765
5
4.867
34.72
30
9.59
53.94
132.94
10
19.95
19.99
14.95
19.8
72
74.99
9
22.19
19.96
15
6.09
5
9.58
3
10
15
10
146.874
4.99
8.88
13.4
8.97
9
19.99
19.99
160
44.99
3
27
66.87
39.92
101.67
18
39.95
47
11.97
9.99
36.97
25.95
2.046
6
3.6
48.73
9.99
37.99
9
50.27
10
2.433
5
60.19
20
19.95
9.99
19.95
75
39.95
57.92
15.99
14.95
14.99
25
9
60
9.11
5.4
10
9.98
8.61
10
94.88
45.86
3
17.4
8
14.97
83.93
10
3.664611854
43
44.94
26.97
46.69
19.99
25
19.95
50
40.99
20.97
21.916
59.96
12.74
15.49
5
5.481
10
10
83.9
4.99
10
13.73
5
75.38
22.44
29.94
25.49
10
58.91
35.48
45.5
24.99
3
2.52
57.2
21
15.3
76.45
4.06
7.99
9.99
2.96
6.09
14.23
9.6
2.44
19.95
2.44
30
3
2.4
32.89
51.51
12
10.89
5.5
19.98
4.99
5.5
1.965
104.95
19.95
6.58
21.73
5.481
7.29
23.619
3
9.99
12
3
20
2.96
9
34.93
10
7.99
6.758
5.48
46.15
8.61
6.016625346
5.43
77.52
24.96
3
6
6.784310059
15.8
129.55
55.94
44.93
17
9.98
6
98.59
5
7.464910156
5
5
4.293
10.32
12.18
53.94
18.44
17
24.95
11
39.9
1.8
109.73
9
65.92
25
10
6
26
12.99
25
1.45
111.4
41.97
28.95
19
24.99
0.99
7.99
2.436
82.44
15.74
26.97
20
30.107
9.99
0.6
35.44
38.97
5.79
5
41.96
2.43
13.187
24
0.99
25.83
10
20
19.99
31.92
19.95
4.99
44.94
35.637
0.99
114.87
17.53
27.95
9.99
99.95
114.89
106.35
40.5
3
15
37.95
10
6
32.92
30
0.99
31
125
20
13.75
45.4
3
22.34217041
9.98
54.94
19.95
23.08
60.98
30
34.45
9.99
51.02
60
34.94
4.99
40
25
5.5
10
10
13
24.98
34.95
46.97
4.51
30
7.55
4.08
5
10
39.94
89.86
2.86
23.81
19.95
48.3
10
24.375
9.99
19.2
179.94
7.512299805
10
10
230.42
9.99
10.96
19.99
3.75
9
9.12
52.18
5
32.35
4.51
13.75
5
105.93
9.99
23.74
10
49.94
10
6
20.97
19.8
92.2
25
9
14.95
23.99
5.473
6
15.07
8.4
20
40.94
5
9
39.94
2.75
7.512299805
10
8.59
181.77
4.99
22.97
73.9
18
10
45.72
87.91
10
1.916357755
10
5
19.95
0.99
1.24
39.94
25
5
0.99
9.99
47.92
10.99
44.93
99.32
44.95
3.11
9
19.95
10
17.97
52.42
23.92
0.99
101.97
0.99
5
78.34
19.98
78.96
23.23
94.8
5
6
50
25
20
50
5
39.98
10
10
115.48
50.43
5
5
10.41316992
44.95
49.21
50
10.204
30
3.63
64.95
44.93
19.95
13.65
20
9.719
25
10.6
20.99
50
27.98
21.97
134.85
9.99
59.65
6
5
24.73
5.193
50
34.95
43.95
3
15.49
10
34.98
12
25
9.99
29.98
19.95
7.74
71.23
9.134
19.95
18.87
31.122
47.82
35.48
10
285.88
34.27
59.01
26.48
10.85
13.26
24.73
34.94
9.67
179.94
26
53.96
12
34.52
27.47
5.5
19.99
7.99
34.67
3
4.99
20.75
15
12
3
3.73
17.127
29.12
64.09
4.49
19.23
7.413169922
10
32.61
5
5.43
29.95
20.898
4.83
129.27
4.86
111.09
86.96
3
3
10
20
7.413169922
44.95
19.96
3
6.99
0.99
9
5
41.3
5.5
21.97
9.99
18.129
5
1.48
3
8
39.97
20
22.94
10.98
24.375
19.95
24.99
3.63
24.73
114.98
9.293
11.97
174.95
12.97
19.95
22.77
6.58
5.445
11.97
6.6
19.99
5
10
6
19.99
24
19.77
6
31.856
39.98
1.51
46.97
4.83
70.43
16.5
19.41
30.45
9.99
19.99
5
2.75
19.49
4.8
24.73
5
20.88
5
3
6
89.21
15.49
25
19.95
3.71
15.3
73.48
53.29
3.758
40.96
41.74
6
7.75
15.45
3
117.47
10.98
30
29.98
50
67.5
15.3
9.99
10
6.275
168.65
5
83.5
5
10.98
3.3
22
3.758
45.72
10
7.75
4.84
30
5.5
9.99
10.55
10
28.22
10
5.5
5.5
23.73
13.73
24.27
40
10
4.04
24
2.5
34.96
39.41
8.63
10.98
20.99
18
42.99
5.5
4.83
6
19.39
50.23
21
48.39
6.03
18.343
19.99
6.58
101.72
84.94
3.71
31.96
42.24
65.133
3
5.72
9.668
5.55
42.26
44.99
9.6
19.95
5.44
31.92
2.844
19.67
3.007
4.83
25.49
20.063
111.3
10
13
7.24
4.8
42.27
24.998
3.71
34.45
277.26
10
15.98
11.5
3.63
8.23
3
24.52
4.677
4.3
34.72
24.73
8.686
19.36
10.98
3
3
2.08
20.97
24.98
5.5
30.97
25.49
3.63
44.99
9.99
5
25
5
167.96
10
12
6
9.68
6.03
2.75
2.75
3
10.98
17.47
12.02
40.03
90.23
15
1.1
25.39
30
10
7.99
14.98
4.99
19.95
67.72
5
29.55
14.98
10.5
3
17.74
0.6
12
19.95
25.97
148.93
19.95
42.07
24.99
9.99
5
30
14.99
3.71
5
6
10.49
139.5
25.45
9
6.03
36.97
3
9.58
6
57
10
1.42
10
166.96
21.96
85.94
19.99
10
64.9
17.97
150.51
21.96
68.99
6
3
15.5
30.49
39.92
5
25
9.99
1.47
49.9
10
282.08
5
46.95
3
44.95
33.96
69.94
74.88
39.98
215.45
5
4.99
28.98
23.871
22.9
20
14.4
11.97
0.99
10
32.99
25.49
28.01
6
5.413
32.68
16.23
14.98
5
5.98
6
39.94
3.63
4.38
6.58
46.94
32.36
16.77
88.95
118.16
